Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year
Hyundai,ix35,2013,Crossover,65000.0,2000.0,Diesel,Automatic,7700.0,9,7222.222222222223
Hyundai,Getz,2008,Hatchback,56000.0,1100.0,Petrol,Manual,1700.0,14,4000.0
Nissan,Primera,2005,Hatchback,125000.0,1800.0,Petrol,Manual,2100.0,17,7352.941176470588
Lexus,RX Series,2004,SUV,220000.0,3300.0,Petrol,Automatic,5300.0,18,12222.222222222223
Land Rover,Freelander,2005,SUV,135000.0,1800.0,Petrol,Automatic,3700.0,17,7941.176470588235
Renault,Rare,2009,SUV,132000.0,2000.0,Diesel,Manual,4550.0,13,10153.846153846154
Skoda,Octavia,2007,Universal,125000.0,1800.0,Petrol,Manual,3300.0,15,8333.333333333334
Toyota,Corolla,2005,Hatchback,156000.0,1400.0,Diesel,Automatic,1700.0,17,9176.470588235294
Daewoo,Rare,2004,Minivan,214000.0,1600.0,Petrol,Manual,1550.0,18,11888.888888888889
Dacia,Lodgy,2013,Minivan,150000.0,1500.0,Diesel,Manual,6600.0,9,16666.666666666668
Opel,Astra,2010,Universal,162000.0,1300.0,Diesel,Manual,5300.0,12,13500.0
Hyundai,Tucson,2006,Crossover,136000.0,2000.0,Petrol,Automatic,3700.0,16,8500.0
Renault,Rare,2009,Sedan,112000.0,1200.0,Petrol,Manual,2200.0,13,8615.384615384615
Toyota,Corolla,2004,Hatchback,330000.0,1400.0,Diesel,Manual,4800.0,18,18333.333333333332
Volkswagen,Sharan,2001,Microvan,256000.0,2000.0,Metan/Propan,Manual,1700.0,21,12190.47619047619
Ford,C-Max,2016,Minivan,75000.0,1989.0,Hybrid,Automatic,9599.0,6,12500.0
Audi,A4,1996,Sedan,312379.0,1600.0,Petrol,Manual,1900.0,26,12014.576923076924
Hyundai,Santa FE,2016,SUV,123000.0,2200.0,Diesel,Automatic,12500.0,6,20500.0
Honda,Civic,2011,Sedan,187000.0,1300.0,Hybrid,Automatic,4250.0,11,17000.0
Opel,Rare,2012,Minivan,50000.0,1900.0,Diesel,Manual,4999.0,10,5000.0
Renault,Megane,2008,Universal,123000.0,1500.0,Diesel,Manual,2950.0,14,8785.714285714286
Dacia,Sandero,2015,Hatchback,40000.0,1500.0,Diesel,Manual,3299.0,7,5714.285714285715
Volkswagen,Passat,2009,Universal,180000.0,1400.0,Metan/Propan,Automatic,6200.0,13,13846.153846153846
BMW,5 Series,2006,Sedan,290212.0,3000.0,Diesel,Automatic,11500.0,16,18138.25
KIA,Sorento,2004,Hatchback,111111.0,2500.0,Diesel,Manual,6200.0,18,6172.833333333333
Mitsubishi,Lancer,2008,Sedan,160000.0,1500.0,Petrol,Manual,4650.0,14,11428.57142857143
Dacia,Logan,2008,Universal,254000.0,1600.0,Metan/Propan,Manual,1350.0,14,18142.85714285714
Mercedes,E Class,1995,Sedan,220132.0,2200.0,Diesel,Automatic,2000.0,27,8153.037037037037
Ford,Fiesta,2007,Universal,91000.0,1400.0,Diesel,Manual,1950.0,15,6066.666666666667
Dacia,Sandero,2009,Hatchback,91000.0,1500.0,Diesel,Manual,2709.0,13,7000.0
Hyundai,Matrix,2005,Hatchback,190533.0,1500.0,Diesel,Manual,1900.0,17,11207.823529411764
Audi,100,1993,Universal,293000.0,200.0,Metan/Propan,Manual,1300.0,29,10103.448275862069
Dacia,Sandero,2011,Hatchback,149000.0,1400.0,Metan/Propan,Manual,3400.0,11,13545.454545454546
Nissan,Qashqai,2008,Crossover,179000.0,1461.0,Diesel,Manual,7000.0,14,12785.714285714286
Toyota,Avensis,2009,Universal,268000.0,1800.0,Metan/Propan,Automatic,7499.0,13,20615.384615384617
Toyota,Prius,2008,Sedan,328000.0,1500.0,Metan/Propan,Automatic,6200.0,14,23428.571428571428
Volkswagen,Passat CC,2016,Sedan,62000.0,2000.0,Petrol,Automatic,12500.0,6,10333.333333333334
Mitsubishi,Rare,2012,Crossover,187000.0,2500.0,Diesel,Automatic,15200.0,10,18700.0
Seat,Rare,1995,Sedan,290000.0,1600.0,Petrol,Manual,1499.0,27,10740.74074074074
Skoda,Fabia,2008,Universal,190000.0,1400.0,Diesel,Manual,5000.0,14,13571.42857142857
Dacia,Logan,2008,Universal,194000.0,1500.0,Diesel,Manual,3300.0,14,13857.142857142857
Volkswagen,Golf,1991,Sedan,111111.0,1300.0,Petrol,Manual,800.0,31,3584.2258064516127
Audi,A4,1996,Sedan,325056.0,1900.0,Diesel,Manual,2250.0,26,12502.153846153846
Skoda,Fabia,2006,Universal,229000.0,1200.0,Metan/Propan,Manual,2550.0,16,14312.5
Renault,Rare,2017,SUV,19000.0,2000.0,Diesel,Automatic,21499.0,5,3800.0
Honda,Accord,2000,Sedan,215456.0,1800.0,Metan/Propan,Automatic,2500.0,22,9793.454545454546
Ford,Rare,2013,Universal,186000.0,1500.0,Diesel,Manual,6399.0,9,20666.666666666668
Ford,Fusion,2014,Sedan,129000.0,2000.0,Plug-in Hybrid,Automatic,11400.0,8,16125.0
Volvo,Rare,2016,Sedan,56800.0,1998.0,Diesel,Automatic,31000.0,6,9466.666666666666
Renault,Megane,2012,Universal,240000.0,1461.0,Diesel,Automatic,5700.0,10,24000.0
Vaz,Rare,1978,Sedan,34000.0,2111.0,Petrol,Manual,999.0,44,772.7272727272727
Nissan,Almera,1997,Coupe,325000.0,1600.0,Metan/Propan,Automatic,2400.0,25,13000.0
Volkswagen,Sharan,2004,Minivan,370897.0,1900.0,Diesel,Manual,3000.0,18,20605.38888888889
Mitsubishi,Outlander,2013,Crossover,195000.0,1999.0,Plug-in Hybrid,Automatic,14999.0,9,21666.666666666668
Chevrolet,Altele,2018,Pickup,43000.0,2800.0,Diesel,Automatic,34000.0,4,10750.0
Chevrolet,Altele,2018,Pickup,43000.0,2800.0,Diesel,Automatic,35000.0,4,10750.0
Ford,Rare,2018,Pickup,35000.0,3500.0,Petrol,Automatic,60000.0,4,8750.0
Ford,Fusion,2013,Sedan,139000.0,2000.0,Hybrid,Automatic,10800.0,9,15444.444444444445
Fiat,Rare,2016,Crossover,110000.0,1398.0,Petrol,Automatic,9200.0,6,18333.333333333332
KIA,Optima,2015,Sedan,99000.0,2400.0,Hybrid,Automatic,12999.0,7,14142.857142857143
Volkswagen,Passat,2018,Sedan,13000.0,2000.0,Petrol,Automatic,15200.0,4,3250.0
Volkswagen,Passat CC,2015,Coupe,90000.0,1984.0,Petrol,Automatic,11999.0,7,12857.142857142857
Audi,Rare,2012,Hatchback,159000.0,1398.0,Petrol,Automatic,10999.0,10,15900.0
Mercedes,C Class,2016,Sedan,95000.0,1998.0,Petrol,Automatic,19200.0,6,15833.333333333334
Mercedes,C Class,2016,Sedan,52000.0,1998.0,Petrol,Automatic,20999.0,6,8666.666666666666
Volkswagen,Passat,2011,Sedan,120000.0,1400.0,Petrol,Manual,8499.0,11,10909.09090909091
Audi,Q7,2010,SUV,210000.0,3000.0,Diesel,Automatic,25500.0,12,17500.0
Toyota,Corolla,2004,Hatchback,254900.0,1400.0,Diesel,Automatic,5500.0,18,14161.111111111111
Renault,Scenic,2006,Universal,209000.0,2000.0,Petrol,Automatic,3000.0,16,13062.5
Toyota,Auris,2016,Universal,124000.0,1400.0,Diesel,Manual,9500.0,6,20666.666666666668
Honda,Rare,2017,Crossover,49000.0,1800.0,Petrol,Automatic,13900.0,5,9800.0
Renault,Scenic,2017,Universal,79000.0,1500.0,Diesel,Manual,9900.0,5,15800.0
Peugeot,Rare,2013,Hatchback,125000.0,1400.0,Diesel,Automatic,5800.0,9,13888.888888888889
Mercedes,GLC,2017,Crossover,128000.0,2200.0,Diesel,Automatic,26500.0,5,25600.0
Nissan,Qashqai,2010,SUV,214000.0,1500.0,Diesel,Manual,7800.0,12,17833.333333333332
Audi,A6,1999,Sedan,314000.0,2500.0,Diesel,Automatic,3000.0,23,13652.173913043478
Volkswagen,Tiguan,2008,SUV,190000.0,2000.0,Petrol,Automatic,9750.0,14,13571.42857142857
Seat,Rare,2010,Sedan,122000.0,1800.0,Metan/Propan,Manual,7999.0,12,10166.666666666666
Volkswagen,Tiguan,2011,SUV,141694.0,1390.0,Petrol,Manual,8500.0,11,12881.272727272728
BMW,5 Series,2017,Sedan,140000.0,2000.0,Diesel,Automatic,29500.0,5,28000.0
Mercedes,C Class,2005,Sedan,200000.0,1795.0,Metan/Propan,Automatic,5850.0,17,11764.70588235294
Land Rover,Range Rover,2004,Crossover,240000.0,3000.0,Diesel,Automatic,9000.0,18,13333.333333333334
Mercedes,C Class,2016,Sedan,70000.0,2000.0,Petrol,Automatic,19500.0,6,11666.666666666666
Mercedes,E Class,2004,Sedan,270000.0,2200.0,Diesel,Automatic,8000.0,18,15000.0
Honda,Rare,2011,Hatchback,202000.0,1400.0,Hybrid,Automatic,6500.0,11,18363.636363636364
KIA,Sorento,2016,SUV,95000.0,2200.0,Diesel,Automatic,18500.0,6,15833.333333333334
Suzuki,Rare,2009,Coupe,175000.0,1400.0,Petrol,Manual,3599.0,13,13461.538461538461
Volkswagen,Tiguan,2016,SUV,100000.0,2000.0,Diesel,Automatic,17500.0,6,16666.666666666668
Audi,A6,2000,Universal,250000.0,2500.0,Diesel,Manual,3900.0,22,11363.636363636364
Audi,80,1995,Sedan,125000.0,1900.0,Diesel,Manual,1300.0,27,4629.62962962963
Opel,Zafira,2005,Minivan,125000.0,1800.0,Metan/Propan,Manual,3650.0,17,7352.941176470588
Renault,Kangoo,2008,Minivan,125000.0,1500.0,Diesel,Manual,2150.0,14,8928.57142857143
Ford,Focus,2004,Sedan,91000.0,1400.0,Metan/Propan,Automatic,2100.0,18,5055.555555555556
Seat,Rare,2006,Sedan,158888.0,1400.0,Diesel,Manual,2200.0,16,9930.5
Mazda,323,1986,Sedan,450000.0,1300.0,Petrol,Manual,13000.0,36,12500.0
Skoda,Superb,2018,Sedan,99000.0,1998.0,Petrol,Automatic,29900.0,4,24750.0
Toyota,Avensis,2009,Universal,250000.0,1800.0,Metan/Propan,Automatic,7490.0,13,19230.76923076923
Dacia,Sandero,2012,Hatchback,252700.0,1500.0,Diesel,Manual,6300.0,10,25270.0
Toyota,Rare,1995,Universal,300000.0,1800.0,Metan/Propan,Manual,1699.0,27,11111.111111111111
Ford,Focus,2012,Universal,139000.0,1000.0,Petrol,Manual,5600.0,10,13900.0
Renault,Megane,2011,Universal,189000.0,1500.0,Diesel,Automatic,6300.0,11,17181.81818181818
Toyota,Prius,2013,Hatchback,159000.0,1800.0,Hybrid,Automatic,9300.0,9,17666.666666666668
KIA,Rio,2007,Hatchback,152882.0,1398.0,Petrol,Manual,3400.0,15,10192.133333333333
Mercedes,E Class,2001,Sedan,350000.0,3200.0,Diesel,Automatic,2500.0,21,16666.666666666668
Ford,Fusion,2016,Sedan,122000.0,2000.0,Plug-in Hybrid,Automatic,14550.0,6,20333.333333333332
Fiat,Rare,2006,Minivan,190000.0,1300.0,Diesel,Manual,4199.0,16,11875.0
Citroen,Rare,2011,Sedan,190000.0,1600.0,Diesel,Manual,7200.0,11,17272.727272727272
Land Rover,Rare,2013,SUV,92000.0,2200.0,Diesel,Automatic,22000.0,9,10222.222222222223
Opel,Astra,2010,Universal,254000.0,1248.0,Diesel,Manual,4800.0,12,21166.666666666668
Mercedes,S Class,2006,Sedan,240000.0,3500.0,Petrol,Automatic,12850.0,16,15000.0
Mercedes,S Class,2009,Sedan,229000.0,3000.0,Diesel,Automatic,18999.0,13,17615.384615384617
Audi,A4,2013,Sedan,112000.0,1800.0,Petrol,Automatic,11500.0,9,12444.444444444445
Renault,Scenic,2010,Microvan,3030.0,1500.0,Diesel,Manual,4997.0,12,252.5
Opel,Astra,2007,Coupe,300000.0,1300.0,Diesel,Manual,3500.0,15,20000.0
Nissan,Qashqai,2011,Hatchback,246000.0,1500.0,Diesel,Manual,8700.0,11,22363.636363636364
Audi,Rare,2000,Universal,270000.0,2500.0,Diesel,Automatic,6500.0,22,12272.727272727272
Toyota,Rare,2010,Universal,155000.0,2200.0,Diesel,Automatic,11000.0,12,12916.666666666666
Mitsubishi,Outlander,2014,Crossover,150000.0,2000.0,Plug-in Hybrid,Automatic,11900.0,8,18750.0
BMW,3 Series,2000,Sedan,300000.0,2000.0,Diesel,Manual,3000.0,22,13636.363636363636
Opel,Astra,2003,Universal,450000.0,1600.0,Metan/Propan,Manual,2500.0,19,23684.21052631579
Mercedes,E Class,2004,Sedan,293333.0,2700.0,Diesel,Automatic,3300.0,18,16296.277777777777
Volkswagen,Sharan,2014,Minivan,210000.0,2000.0,Diesel,Manual,17000.0,8,26250.0
Audi,Q5,2009,SUV,171000.0,200.0,Petrol,Automatic,11600.0,13,13153.846153846154
Honda,CR-V,2013,Crossover,151000.0,2200.0,Diesel,Automatic,16999.0,9,16777.777777777777
Dacia,Sandero,2015,Hatchback,14400.0,900.0,Petrol,Manual,4999.0,7,2057.1428571428573
Citroen,Berlingo,2006,Minivan,220103.0,1400.0,Petrol,Manual,2700.0,16,13756.4375
Opel,Rare,1995,Coupe,10000.0,1300.0,Petrol,Manual,1000.0,27,370.3703703703704
Mercedes,A Class,2001,Hatchback,345000.0,1400.0,Petrol,Manual,2999.0,21,16428.571428571428
Mitsubishi,Outlander,2013,Crossover,130000.0,1985.0,Petrol,Automatic,11700.0,9,14444.444444444445
Skoda,Superb,2003,Sedan,31000.0,2800.0,Metan/Propan,Manual,3800.0,19,1631.578947368421
Skoda,Octavia,2014,Universal,165500.0,1600.0,Diesel,Automatic,9990.0,8,20687.5
Suzuki,Rare,2004,Universal,250000.0,1400.0,Diesel,Manual,2650.0,18,13888.888888888889
Honda,CR-V,2016,SUV,123000.0,2000.0,Petrol,Automatic,14500.0,6,20500.0
Renault,Kangoo,2019,Universal,35000.0,1500.0,Diesel,Manual,4800.0,3,11666.666666666666
Suzuki,Rare,2019,SUV,25000.0,1600.0,Petrol,Manual,11500.0,3,8333.333333333334
Audi,A4,2016,Sedan,187000.0,2000.0,Diesel,Automatic,9999.0,6,31166.666666666668
Opel,Combo,2010,Universal,190000.0,1300.0,Diesel,Manual,2950.0,12,15833.333333333334
Opel,Astra,1997,Universal,190000.0,1600.0,Metan/Propan,Manual,1450.0,25,7600.0
Dacia,Duster,2014,SUV,167000.0,1200.0,Petrol,Manual,9130.0,8,20875.0
Skoda,Octavia,2008,Sedan,173336.0,1595.0,Metan/Propan,Manual,4000.0,14,12381.142857142857
Toyota,Prius,2008,Hatchback,215018.0,1500.0,Hybrid,Automatic,4499.0,14,15358.42857142857
Mercedes,E Class,2011,Sedan,329000.0,2200.0,Diesel,Automatic,13500.0,11,29909.090909090908
Peugeot,Rare,2002,Minivan,368000.0,2000.0,Diesel,Manual,3200.0,20,18400.0
Volkswagen,Rare,2009,Cabriolet,22000.0,2000.0,Diesel,Manual,7999.0,13,1692.3076923076924
Ford,Fusion,2005,Universal,125000.0,1400.0,Diesel,Manual,2350.0,17,7352.941176470588
Opel,Combo,2008,Universal,220132.0,1700.0,Diesel,Manual,2150.0,14,15723.714285714286
Opel,Vectra,2000,Hatchback,220132.0,1800.0,Metan/Propan,Manual,1350.0,22,10006.0
Renault,Clio,2005,Hatchback,38900.0,1400.0,Metan/Propan,Manual,1200.0,17,2288.235294117647
Volkswagen,Passat,2005,Universal,250333.0,1900.0,Diesel,Manual,2999.0,17,14725.470588235294
Dacia,Rare,2014,Universal,196186.0,1600.0,Metan/Propan,Manual,3650.0,8,24523.25
Honda,Civic,2016,Coupe,50000.0,1500.0,Petrol,Automatic,10800.0,6,8333.333333333334
Nissan,Qashqai,2017,Crossover,158000.0,1500.0,Diesel,Manual,11450.0,5,31600.0
Suzuki,Rare,2007,Hatchback,200000.0,1300.0,Petrol,Manual,1250.0,15,13333.333333333334
Opel,Insignia,2012,Sedan,165000.0,2000.0,Diesel,Automatic,8500.0,10,16500.0
KIA,Rare,2006,Hatchback,160000.0,1600.0,Petrol,Manual,1299.0,16,10000.0
Mercedes,Vito,2010,Minivan,216211.0,2200.0,Diesel,Manual,8499.0,12,18017.583333333332
Opel,Vectra,2000,Sedan,260000.0,1600.0,Petrol,Manual,2500.0,22,11818.181818181818
Rare,Altele,1994,SUV,27000.0,2400.0,Petrol,Manual,14000.0,28,964.2857142857143
Volkswagen,Golf,1998,Universal,141597.0,1400.0,Petrol,Manual,2200.0,24,5899.875
Skoda,Superb,2015,Sedan,165651.0,2000.0,Diesel,Automatic,14999.0,7,23664.428571428572
Mercedes,B Class,2015,Universal,175000.0,1500.0,Diesel,Automatic,13200.0,7,25000.0
Mitsubishi,Galant,1993,Sedan,35000.0,1800.0,Petrol,Manual,1600.0,29,1206.896551724138
Opel,Astra,2011,Hatchback,200500.0,1248.0,Diesel,Manual,7000.0,11,18227.272727272728
Volkswagen,Caddy,2013,Minivan,155000.0,2000.0,Diesel,Automatic,12000.0,9,17222.222222222223
Nissan,Rare,2000,SUV,262000.0,3500.0,Metan/Propan,Automatic,6500.0,22,11909.09090909091
Opel,Astra,2012,Universal,198000.0,1300.0,Diesel,Manual,6000.0,10,19800.0
Ford,Mondeo,2015,Universal,139600.0,1500.0,Diesel,Manual,11290.0,7,19942.85714285714
Ford,Mondeo,2016,Hatchback,147000.0,1500.0,Diesel,Manual,9990.0,6,24500.0
Ford,Mondeo,2018,Universal,161300.0,1500.0,Diesel,Manual,11150.0,4,40325.0
Ford,Mondeo,2016,Hatchback,165500.0,1500.0,Diesel,Manual,10490.0,6,27583.333333333332
BMW,3 Series,2008,Sedan,201700.0,2000.0,Petrol,Manual,5500.0,14,14407.142857142857
Opel,Combo,2002,Minivan,225000.0,1700.0,Diesel,Manual,3000.0,20,11250.0
BMW,5 Series,2001,Sedan,25123.0,2200.0,Diesel,Manual,4200.0,21,1196.3333333333333
Nissan,Qashqai,2016,SUV,111111.0,1500.0,Diesel,Manual,13350.0,6,18518.5
Peugeot,Rare,2011,Universal,150333.0,1700.0,Diesel,Manual,2700.0,11,13666.636363636364
Toyota,Urban Cruiser,2009,Crossover,214567.0,1400.0,Diesel,Manual,4850.0,13,16505.153846153848
BMW,3 Series,2006,Sedan,69143.0,2000.0,Diesel,Automatic,5000.0,16,4321.4375
Renault,Kangoo,2004,Minivan,158888.0,1500.0,Diesel,Manual,1350.0,18,8827.111111111111
Fiat,Rare,2000,Minivan,158888.0,2000.0,Diesel,Manual,1500.0,22,7222.181818181818
Ford,Focus,2010,Hatchback,119119.0,1600.0,Metan/Propan,Manual,3300.0,12,9926.583333333334
BMW,5 Series,2008,Sedan,185546.0,2500.0,Diesel,Automatic,6500.0,14,13253.285714285714
Peugeot,206,2008,Universal,178000.0,1600.0,Diesel,Manual,2500.0,14,12714.285714285714
KIA,Optima,2015,Sedan,39000.0,1700.0,Diesel,Automatic,14500.0,7,5571.428571428572
Nissan,X-Trail,2014,Crossover,189000.0,1598.0,Diesel,Automatic,16299.0,8,23625.0
Nissan,Primera,1998,Universal,274928.0,1600.0,Petrol,Manual,2200.0,24,11455.333333333334
Toyota,Rare,2020,Crossover,14191.0,2500.0,Hybrid,Automatic,29200.0,2,7095.5
Toyota,Prius,2012,Hatchback,160613.0,1800.0,Hybrid,Automatic,6990.0,10,16061.3
Toyota,Corolla,2006,Hatchback,254688.0,1400.0,Petrol,Manual,4499.0,16,15918.0
Ford,Focus,2015,Universal,149500.0,1500.0,Diesel,Manual,8200.0,7,21357.14285714286
Fiat,Rare,2007,Minivan,200000.0,1300.0,Diesel,Manual,3500.0,15,13333.333333333334
Nissan,Almera,2003,Hatchback,220000.0,2000.0,Diesel,Manual,1550.0,19,11578.947368421053
Vaz,Rare,2009,SUV,323000.0,1700.0,Metan/Propan,Manual,2900.0,13,24846.153846153848
Volkswagen,Sharan,1999,Minivan,260000.0,1900.0,Diesel,Manual,1200.0,23,11304.347826086956
Ford,C-Max,2004,Sedan,250000.0,1600.0,Diesel,Manual,1200.0,18,13888.888888888889
Renault,Megane,2004,Sedan,270000.0,1500.0,Diesel,Manual,1200.0,18,15000.0
Opel,Vectra,1998,Minivan,167607.0,1800.0,Metan/Propan,Manual,1500.0,24,6983.625
Mitsubishi,Outlander,2015,Crossover,18000.0,2000.0,Plug-in Hybrid,Automatic,13900.0,7,2571.4285714285716
Land Rover,Freelander,2013,Crossover,191000.0,2179.0,Diesel,Automatic,18900.0,9,21222.222222222223
Mitsubishi,Outlander,2014,Crossover,220000.0,1998.0,Plug-in Hybrid,Automatic,13800.0,8,27500.0
Mitsubishi,Outlander,2015,Crossover,180000.0,2000.0,Plug-in Hybrid,Automatic,13900.0,7,25714.285714285714
Suzuki,Rare,2016,SUV,70000.0,1400.0,Petrol,Automatic,14450.0,6,11666.666666666666
Rare,Rare,1990,Hatchback,981000.0,1100.0,Petrol,Manual,400.0,32,30656.25
Mercedes,E Class,2014,Sedan,161000.0,2200.0,Diesel,Automatic,17999.0,8,20125.0
Mini,Rare,2011,SUV,122000.0,2000.0,Diesel,Automatic,11000.0,11,11090.90909090909
Toyota,Rav 4,2017,Crossover,48700.0,2500.0,Hybrid,Automatic,21499.0,5,9740.0
Toyota,Avalon,2015,Sedan,95450.0,2500.0,Hybrid,Automatic,15999.0,7,13635.714285714286
Renault,Rare,2015,Minivan,110235.0,1600.0,Diesel,Automatic,16000.0,7,15747.857142857143
Volvo,XC90,2008,SUV,270000.0,2400.0,Diesel,Automatic,12500.0,14,19285.714285714286
Opel,Astra,2000,Coupe,320000.0,1995.0,Metan/Propan,Manual,1550.0,22,14545.454545454546
Volkswagen,Passat,2009,Universal,200000.0,2000.0,Diesel,Automatic,8100.0,13,15384.615384615385
BMW,5 Series,2005,Sedan,76000.0,2200.0,Petrol,Automatic,9300.0,17,4470.588235294118
Skoda,Octavia,2010,Hatchback,185000.0,1200.0,Petrol,Manual,5600.0,12,15416.666666666666
Skoda,Superb,2009,Hatchback,184000.0,1400.0,Petrol,Manual,7900.0,13,14153.846153846154
Mercedes,S Class,2000,Sedan,360000.0,3200.0,Metan/Propan,Automatic,7200.0,22,16363.636363636364
Volkswagen,Touareg,2005,SUV,246487.0,2498.0,Diesel,Manual,10500.0,17,14499.235294117647
Jeep,Rare,2008,SUV,200000.0,1900.0,Diesel,Manual,9999.0,14,14285.714285714286
Renault,Megane,2016,Universal,130000.0,1500.0,Diesel,Manual,8999.0,6,21666.666666666668
Renault,Kadjar,2015,Crossover,180000.0,1496.0,Diesel,Automatic,13500.0,7,25714.285714285714
Opel,Zafira,2005,Minivan,233000.0,1600.0,Metan/Propan,Manual,3950.0,17,13705.882352941177
Skoda,Fabia,2008,Hatchback,112000.0,1400.0,Diesel,Manual,4600.0,14,8000.0
Lexus,CT Series,2011,Sedan,214000.0,1800.0,Hybrid,Automatic,10200.0,11,19454.545454545456
BMW,X5,2009,SUV,300000.0,3000.0,Diesel,Automatic,15999.0,13,23076.923076923078
Hyundai,Rare,2002,Minivan,28000.0,200.0,Petrol,Manual,2300.0,20,1400.0
Volkswagen,Touareg,2007,SUV,269000.0,2500.0,Diesel,Automatic,10500.0,15,17933.333333333332
Mercedes,B Class,2011,Hatchback,115000.0,1700.0,Petrol,Manual,8000.0,11,10454.545454545454
Vaz,2121niva,2005,Universal,110000.0,1700.0,Petrol,Manual,2800.0,17,6470.588235294118
Audi,Q5,2017,Crossover,110000.0,3200.0,Petrol,Automatic,21000.0,5,22000.0
Hyundai,Rare,1999,Minivan,11111.0,2500.0,Diesel,Manual,2650.0,23,483.0869565217391
Peugeot,Rare,2001,Minivan,100000.0,1900.0,Diesel,Manual,2050.0,21,4761.9047619047615
Mercedes,Vito,2004,Minivan,293000.0,2200.0,Diesel,Manual,6200.0,18,16277.777777777777
Mitsubishi,Rare,1998,Hatchback,201460.0,1800.0,Petrol,Manual,2200.0,24,8394.166666666666
Mercedes,Series (W124),1988,Sedan,259000.0,2300.0,Petrol,Manual,1800.0,34,7617.64705882353
Vaz,2121niva,1980,SUV,132785.0,1300.0,Petrol,Manual,1500.0,42,3161.5476190476193
Renault,Laguna,1999,Hatchback,20000.0,2000.0,Metan/Propan,Manual,2150.0,23,869.5652173913044
Mercedes,A Class,2000,Hatchback,230235.0,1400.0,Petrol,Manual,1800.0,22,10465.227272727272
Mercedes,Rare,2016,Crossover,68800.0,2000.0,Petrol,Automatic,21700.0,6,11466.666666666666
Mercedes,B Class,2015,Hatchback,150000.0,1500.0,Diesel,Automatic,11300.0,7,21428.571428571428
BMW,5 Series,2001,Sedan,285000.0,2500.0,Metan/Propan,Automatic,5490.0,21,13571.42857142857
Toyota,Rare,2015,Minivan,158000.0,1800.0,Hybrid,Automatic,11300.0,7,22571.428571428572
Volkswagen,Passat,2016,Universal,261000.0,2000.0,Diesel,Automatic,12500.0,6,43500.0
Volkswagen,Sharan,2003,Minivan,201000.0,1800.0,Petrol,Manual,4800.0,19,10578.947368421053
Renault,Kangoo,2003,Sedan,250000.0,1200.0,Petrol,Manual,1500.0,19,13157.894736842105
Volkswagen,Sharan,2005,Minivan,205000.0,1800.0,Metan/Propan,Manual,5999.0,17,12058.823529411764
Mercedes,Vito,2014,Minivan,236000.0,2200.0,Diesel,Automatic,15399.0,8,29500.0
BMW,5 Series,2007,Sedan,350000.0,2500.0,Petrol,Automatic,8600.0,15,23333.333333333332
Hyundai,Tucson,2018,SUV,31000.0,2000.0,Petrol,Automatic,18000.0,4,7750.0
Mercedes,E Class,1996,Sedan,366666.0,2000.0,Petrol,Manual,3099.0,26,14102.538461538461
Volkswagen,Golf,2005,Hatchback,277000.0,1600.0,Petrol,Manual,4399.0,17,16294.117647058823
BMW,X5,2015,Crossover,138000.0,2000.0,Diesel,Automatic,29400.0,7,19714.285714285714
KIA,Rare,1993,Sedan,10000.0,1600.0,Petrol,Manual,650.0,29,344.82758620689657
Toyota,Yaris,2002,Hatchback,270000.0,1000.0,Petrol,Manual,2450.0,20,13500.0
Renault,Kangoo,2011,Minivan,172000.0,1500.0,Diesel,Manual,4100.0,11,15636.363636363636
BMW,5 Series,2013,Sedan,130000.0,200.0,Diesel,Automatic,18500.0,9,14444.444444444445
Mercedes,M Class,2007,Universal,215000.0,4000.0,Diesel,Automatic,4800.0,15,14333.333333333334
BMW,X6,2008,Crossover,193000.0,2993.0,Diesel,Automatic,8500.0,14,13785.714285714286
Nissan,Qashqai,2007,Crossover,230000.0,1995.0,Diesel,Manual,3400.0,15,15333.333333333334
Mercedes,E Class,2006,Universal,340000.0,3000.0,Diesel,Automatic,4200.0,16,21250.0
Mercedes,E Class,1993,Sedan,420000.0,3000.0,Diesel,Automatic,1300.0,29,14482.758620689656
BMW,7 Series,2004,Sedan,224000.0,3000.0,Diesel,Automatic,3700.0,18,12444.444444444445
Audi,80,1992,Sedan,300000.0,200.0,Petrol,Manual,1000.0,30,10000.0
Mercedes,Rare,1998,Coupe,340000.0,200.0,Metan/Propan,Manual,2500.0,24,14166.666666666666
Toyota,Rare,2009,Hatchback,216000.0,1400.0,Diesel,Manual,5999.0,13,16615.384615384617
Volkswagen,Rare,1997,Minivan,288000.0,2400.0,Diesel,Manual,3999.0,25,11520.0
Dacia,Logan,2011,Sedan,123456.0,1200.0,Metan/Propan,Manual,1500.0,11,11223.272727272728
Honda,Rare,1993,Coupe,300000.0,2000.0,Petrol,Manual,3500.0,29,10344.827586206897
Volkswagen,Caddy,2007,Minivan,292000.0,1890.0,Diesel,Automatic,5300.0,15,19466.666666666668
Ford,Focus,2016,Universal,170000.0,1500.0,Diesel,Manual,8200.0,6,28333.333333333332
Renault,Grand Scenic,2011,Minivan,180000.0,1500.0,Diesel,Manual,6000.0,11,16363.636363636364
